University name,City,State,Nursing Degrees,Slug
Lewis University,,illinois,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,lewis-university
North Carolina Wesleyan University,rocky-mount-nc,north-carolina,bachelor-of-science-nursing,north-carolina-wesleyan-university
Shorter University,rome-ga,georgia,bachelor-of-science-nursing,shorter-university
"Concordia University, Saint Paul",saint-paul-mn,minnesota,bachelor-of-science-nursing,concordia-university-saint-paul
Saint Louis University,saint-louis-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,saint-louis-university
Gustavus Adolphus College,saint-peter-mn,minnesota,bachelor-of-science-nursing,gustavus-adolphus-college
Saint Mary-of-the-Woods College,saint-mary-of-the-woods-in,indiana,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,saint-mary-of-the-woods-college
University of the Pacific,sacramento-ca,california,master-of-science-nursing,university-of-the-pacific
Metropolitan State University,saint-paul-mn,minnesota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,metropolitan-state-university
Missouri Western State University,saint-joseph-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing,missouri-western-state-university
Catawba College,salisbury-nc,north-carolina,bachelor-of-science-nursing,catawba-college
University of Utah,salt-lake-city-ut,utah,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-utah
Kansas Wesleyan University,salina-ks,kansas,bachelor-of-science-nursing,kansas-wesleyan-university
Bethel University-Minnesota,saint-paul-mn,minnesota,bachelor-of-science-nursing; master-of-science-nursing,bethel-university-minnesota
Nightingale College,salt-lake-city-ut,utah,bachelor-of-science-nursing; master-of-science-nursing,nightingale-college
Salem State University,salem-ma,massachusetts,bachelor-of-science-nursing; master-of-science-nursing,salem-state-university
Salisbury University,salisbury-md,maryland,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,salisbury-university
University of Texas Health Science Center at San Antonio,san-antonio-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-texas-health-science-center-at-san-antonio
University of the Incarnate Word,san-antonio-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-the-incarnate-word
San Diego State University,san-diego-ca,california,bachelor-of-science-nursing; master-of-science-nursing,san-diego-state-university
Angelo State University,san-angelo-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,angelo-state-university
VA Salt Lake City Health Care System,salt-lake-city-ut,utah,federally-funded-traineeship-residency; nurse-practitioner-residency,va-salt-lake-city-health-care-system
Westminster University - UT,salt-lake-city-ut,utah,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,westminster-university---ut
National University,san-diego-ca,california,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,national-university
"California State University, San Bernardino",san-bernardino-ca,california,bachelor-of-science-nursing; master-of-science-nursing,california-state-university-san-bernardino
Point Loma Nazarene University,san-diego-ca,california,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,point-loma-nazarene-university
Western Governors University,salt-lake-city-ut,utah,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,western-governors-university
University of San Diego,san-diego-ca,california,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-san-diego
University of San Francisco,san-francisco-ca,california,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-san-francisco
"University of California, San Francisco",san-francisco-ca,california,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-california-san-francisco
San Francisco State University,san-francisco-ca,california,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,san-francisco-state-university
CEM College,,,bachelor-of-science-nursing,cem-college
Universidad Interamericana de Puerto Rico-San German,,,bachelor-of-science-nursing,universidad-interamericana-de-puerto-rico-san-german
VA San Diego Healthcare System,san-diego-ca,california,federally-funded-traineeship-residency,va-san-diego-healthcare-system
San Jose State University,san-jose-ca,california,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,san-jose-state-university
Universidad del Sagrado Corazon,,,bachelor-of-science-nursing,universidad-del-sagrado-corazon
Colegio Universitario de San Juan,,,bachelor-of-science-nursing,colegio-universitario-de-san-juan
United States University,sandy-springs-ga,georgia,bachelor-of-science-nursing; master-of-science-nursing,united-states-university
"Herzing University, Atlanta",sandy-springs-ga,georgia,bachelor-of-science-nursing,herzing-university-atlanta
University of St. Augustine for Health Sciences,san-marcos-ca,california,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-st-augustine-for-health-sciences
Dominican University of California,san-rafael-ca,california,bachelor-of-science-nursing,dominican-university-of-california
"California State University, San Marcos",san-marcos-ca,california,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,california-state-university-san-marcos
"University of Puerto Rico, San Juan",,,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-puerto-rico-san-juan
CNI College,santa-ana-ca,california,bachelor-of-science-nursing,cni-college
University of Scranton,scranton-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-scranton
State University of New York Empire State University,saratoga-springs-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing,state-university-of-new-york-empire-state-university
Westmont College,santa-barbara-ca,california,bachelor-of-science-nursing,westmont-college
Lake Superior State University,sault-sainte-marie-mi,michigan,bachelor-of-science-nursing,lake-superior-state-university
South University,savannah-ga,georgia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,south-university
Marywood University,scranton-pa,pennsylvania,bachelor-of-science-nursing,marywood-university
Harding University,searcy-ar,arkansas,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,harding-university
American University of Health Sciences,,california,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,american-university-of-health-sciences
Texas Lutheran University,seguin-tx,texas,bachelor-of-science-nursing; master-of-science-nursing,texas-lutheran-university
Northwestern State University of Louisiana,shreveport-la,louisiana,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,northwestern-state-university-of-louisiana
"California State University, Monterey Bay",,california,bachelor-of-science-nursing,california-state-university-monterey-bay
Seattle University,seattle-wa,washington,bachelor-of-science-nursing; doctor-of-nursing; post-graduate-aprn,seattle-university
Oklahoma Baptist University,shawnee-ok,oklahoma,bachelor-of-science-nursing,oklahoma-baptist-university
University of Washington,seattle-wa,washington,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-washington
Seattle Pacific University,seattle-wa,washington,bachelor-of-science-nursing,seattle-pacific-university
Dordt University,sioux-center-ia,iowa,bachelor-of-science-nursing,dordt-university
University of Sioux Falls,sioux-falls-sd,south-dakota,bachelor-of-science-nursing,university-of-sioux-falls
Shepherd University,shepherdstown-wv,west-virginia,bachelor-of-science-nursing; doctor-of-nursing; post-graduate-aprn,shepherd-university
Augustana University,sioux-falls-sd,south-dakota,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,augustana-university
Morningside University,sioux-city-ia,iowa,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,morningside-university
Saint Luke's College-UnityPoint Health,sioux-city-ia,iowa,bachelor-of-science-nursing,saint-lukes-college-unitypoint-health
Western New Mexico University,silver-city-nm,new-mexico,bachelor-of-science-nursing; master-of-science-nursing,western-new-mexico-university
Briar Cliff University,sioux-city-ia,iowa,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,briar-cliff-university
John Brown University,,arkansas,bachelor-of-science-nursing,john-brown-university
Virginia State University,,virginia,bachelor-of-science-nursing,virginia-state-university
University of South Carolina Upstate,spartanburg-sc,south-carolina,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-south-carolina-upstate
Lawrence Technological University,southfield-mi,michigan,bachelor-of-science-nursing,lawrence-technological-university
"University of South Dakota, The",sioux-falls-sd,south-dakota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-south-dakota-the
Slippery Rock University,,pennsylvania,bachelor-of-science-nursing,slippery-rock-university
"Indiana University, South Bend",south-bend-in,indiana,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,indiana-university-south-bend
Gonzaga University,spokane-wa,washington,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,gonzaga-university
Wittenberg University,springfield-oh,ohio,bachelor-of-science-nursing,wittenberg-university
Missouri State University,springfield-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,missouri-state-university
Spring Arbor University,spring-arbor-mi,michigan,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,spring-arbor-university
Cox College,springfield-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,cox-college
St. Bonaventure University,,new-york,bachelor-of-science-nursing; master-of-science-nursing,st-bonaventure-university
American International College,springfield-ma,massachusetts,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,american-international-college
Rasmussen University,,minnesota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,rasmussen-university
Saint Cloud State University,,minnesota,bachelor-of-science-nursing,saint-cloud-state-university
Washington State University,spokane-wa,washington,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,washington-state-university
Crown College,,minnesota,bachelor-of-science-nursing,crown-college
Barnes-Jewish College,st-louis-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,barnes-jewish-college
Saint Leo University,,florida,bachelor-of-science-nursing,saint-leo-university
Eastern University,,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing,eastern-university
College of Saint Benedict,,minnesota,bachelor-of-science-nursing; doctor-of-nursing,college-of-saint-benedict
College of Saint Benedict/Saint John's University,,minnesota,bachelor-of-science-nursing; doctor-of-nursing,college-of-saint-benedict-saint-johns-university
"Herzing University, Minneapolis",,minnesota,bachelor-of-science-nursing,herzing-university-minneapolis
Franciscan University of Steubenville,steubenville-oh,ohio,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,franciscan-university-of-steubenville
Tarleton State University,stephenville-tx,texas,bachelor-of-science-nursing; master-of-science-nursing,tarleton-state-university
University of Northwestern - St. Paul,,minnesota,bachelor-of-science-nursing,university-of-northwestern---st-paul
"University of Missouri, St. Louis",st-louis-mo,missouri,bachelor-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-missouri-st-louis
Georgia Southern University,statesboro-ga,georgia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,georgia-southern-university
Maryville University of St. Louis,st-louis-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,maryville-university-of-st-louis
Fontbonne University,st-louis-mo,missouri,bachelor-of-science-nursing,fontbonne-university
University of St. Thomas - MN,,minnesota,bachelor-of-science-nursing; master-of-science-nursing,university-of-st-thomas---mn
Saint Joseph's College of Maine,,maine,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,saint-josephs-college-of-maine
Stony Brook University Medical Center,stony-brook-ny,new-york,employee-based-entry-to-practice-residency,stony-brook-university-medical-center
Rowan University,stratford-nj,new-jersey,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,rowan-university
Lourdes University,sylvania-oh,ohio,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,lourdes-university
"University of Wisconsin, Stevens Point",stevens-point-wi,wisconsin,bachelor-of-science-nursing,university-of-wisconsin-stevens-point
University of Connecticut,,connecticut,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-connecticut
Oklahoma State University,stillwater-ok,oklahoma,bachelor-of-science-nursing,oklahoma-state-university
University of Houston,sugar-land-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-houston
Florida State University,tallahassee-fl,florida,bachelor-of-science-nursing; doctor-of-nursing; post-graduate-aprn,florida-state-university
Pacific Lutheran University,tacoma-wa,washington,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,pacific-lutheran-university
State University of New York Upstate Medical University,syracuse-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,state-university-of-new-york-upstate-medical-university
Washington Adventist University,takoma-park-md,maryland,bachelor-of-science-nursing; master-of-science-nursing,washington-adventist-university
University of South Florida,tampa-fl,florida,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-south-florida
Florida College,temple-terrace-fl,florida,bachelor-of-science-nursing,florida-college
Texas A&M University-Texarkana,texarkana-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,texas-a-m-university-texarkana
"University of Tampa, The",tampa-fl,florida,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-tampa-the
Arizona College of Nursing,tempe-az,arizona,bachelor-of-science-nursing,arizona-college-of-nursing
Nicholls State University,thibodaux-la,louisiana,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,nicholls-state-university
Sam Houston State University,the-woodlands-tx,texas,bachelor-of-science-nursing,sam-houston-state-university
Toccoa Falls College,,georgia,bachelor-of-science-nursing,toccoa-falls-college
Heidelberg University,tiffin-oh,ohio,bachelor-of-science-nursing,heidelberg-university
University of Toledo,toledo-oh,ohio,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-toledo
Heritage University,toppenish-wa,washington,bachelor-of-science-nursing,heritage-university
Washburn University,topeka-ks,kansas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,washburn-university
Baker University,topeka-ks,kansas,bachelor-of-science-nursing; master-of-science-nursing,baker-university
"Homestead Schools, Inc.",torrance-ca,california,bachelor-of-science-nursing,homestead-schools-inc
Towson University,towson-md,maryland,bachelor-of-science-nursing; master-of-science-nursing,towson-university
Thomas Edison State University,trenton-nj,new-jersey,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,thomas-edison-state-university
Le Moyne College,syracuse-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,le-moyne-college
Mercy College of Ohio,toledo-oh,ohio,bachelor-of-science-nursing; master-of-science-nursing,mercy-college-of-ohio
"California State University, Stanislaus",turlock-ca,california,bachelor-of-science-nursing; master-of-science-nursing,california-state-university-stanislaus
Oral Roberts University,tulsa-ok,oklahoma,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,oral-roberts-university
"University of Alabama, The",tuscaloosa-al,alabama,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-alabama-the
Russell Sage College,troy-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,russell-sage-college
"University of Arizona, The",tucson-az,arizona,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-arizona-the
Trinidad State College,trinidad-co,colorado,bachelor-of-science-nursing,trinidad-state-college
Southern Arizona VA Health Care System,tucson-az,arizona,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency; nurse-practitioner-residency,southern-arizona-va-health-care-system
Pima Medical Institute,tucson-az,arizona,bachelor-of-science-nursing,pima-medical-institute
University of Texas at Tyler,tyler-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-texas-at-tyler
Saginaw Valley State University,,michigan,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,saginaw-valley-state-university
State University of New York Polytechnic Institute,utica-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,state-university-of-new-york-polytechnic-institute
Valdosta State University,valdosta-ga,georgia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,valdosta-state-university
John Carroll University,,ohio,bachelor-of-science-nursing,john-carroll-university
"Pennsylvania State University, The",,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,pennsylvania-state-university-the
Utica University,utica-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,utica-university
Touro University California,vallejo-ca,california,master-of-science-nursing; post-graduate-aprn,touro-university-california
"ECPI University, Virginia",virginia-beach-va,virginia,bachelor-of-science-nursing; master-of-science-nursing,ecpi-university-virginia
University of Houston-Victoria,victoria-tx,texas,bachelor-of-science-nursing,university-of-houston-victoria
Valparaiso University,valparaiso-in,indiana,bachelor-of-science-nursing; doctor-of-nursing,valparaiso-university
Regent University,virginia-beach-va,virginia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,regent-university
Villanova University,,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,villanova-university
Reinhardt University,,georgia,bachelor-of-science-nursing,reinhardt-university
Old Dominion University,virginia-beach-va,virginia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,old-dominion-university
"Catholic University of America, The",washington-dc,,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,catholic-university-of-america-the
University of Central Missouri,warrensburg-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing,university-of-central-missouri
Georgetown University,washington-dc,,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,georgetown-university
VA Hudson Valley Health Care System,wappingers-falls-ny,new-york,nurse-practitioner-residency,va-hudson-valley-health-care-system
Howard University,washington-dc,,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,howard-university
George Washington University,washington-dc,,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,george-washington-university
Washington DC VA Medical Center,washington-dc,,nurse-practitioner-residency,washington-dc-va-medical-center
MedStar Washington Hospital Center,washington-dc,,employee-based-entry-to-practice-residency,medstar-washington-hospital-center
Trinity Washington University,washington-dc,,bachelor-of-science-nursing,trinity-washington-university
Bryant & Stratton College-Wauwatosa,wauwatosa-wi,wisconsin,bachelor-of-science-nursing,bryant-stratton-college-wauwatosa
Carroll University,waukesha-wi,wisconsin,bachelor-of-science-nursing; master-of-science-nursing,carroll-university
Maranatha Baptist University,watertown-wi,wisconsin,bachelor-of-science-nursing,maranatha-baptist-university
Allen College,waterloo-ia,iowa,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,allen-college
Post University,waterbury-ct,connecticut,bachelor-of-science-nursing; master-of-science-nursing,post-university
William Paterson University of New Jersey,wayne-nj,new-jersey,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,william-paterson-university-of-new-jersey
University of Hartford,west-hartford-ct,connecticut,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,university-of-hartford
Wenatchee Valley College,wenatchee-wa,washington,bachelor-of-science-nursing,wenatchee-valley-college
Waynesburg University,waynesburg-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,waynesburg-university
West Chester University,west-chester-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,west-chester-university
University of Saint Joseph,west-hartford-ct,connecticut,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-saint-joseph
Purdue University,west-lafayette-in,indiana,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,purdue-university
VA Connecticut Healthcare System,west-haven-ct,connecticut,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency; nurse-practitioner-residency,va-connecticut-healthcare-system
Purdue University Global,west-lafayette-in,indiana,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,purdue-university-global
Monmouth University,,new-jersey,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,monmouth-university
West Liberty University,,west-virginia,bachelor-of-science-nursing,west-liberty-university
Wheeling University,wheeling-wv,west-virginia,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,wheeling-university
VA Boston Healthcare System,west-roxbury-ma,massachusetts,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency; nurse-practitioner-residency,va-boston-healthcare-system
Otterbein University,westerville-oh,ohio,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,otterbein-university
Westfield State University,westfield-ma,massachusetts,bachelor-of-science-nursing,westfield-state-university
Palm Beach Atlantic University,west-palm-beach-fl,florida,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,palm-beach-atlantic-university
Wichita State University,wichita-ks,kansas,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing,wichita-state-university
Stony Brook University,stony-brook-ny,new-york,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,stony-brook-university
Newman University,wichita-ks,kansas,bachelor-of-science-nursing,newman-university
Midwestern State University,wichita-falls-tx,texas,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,midwestern-state-university
Wilkes University,wilkes-barre-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,wilkes-university
Shenandoah University,winchester-va,virginia,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,shenandoah-university
King's College,wilkes-barre-pa,pennsylvania,bachelor-of-science-nursing,kings-college
University of North Carolina at Wilmington,wilmington-nc,north-carolina,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,university-of-north-carolina-at-wilmington
Barton College,wilson-nc,north-carolina,bachelor-of-science-nursing; master-of-science-nursing,barton-college
Winona State University,winona-mn,minnesota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,winona-state-university
"Herzing University, Orlando",winter-park-fl,florida,bachelor-of-science-nursing,herzing-university-orlando
University of the Cumberlands,williamsburg-ky,kentucky,bachelor-of-science-nursing; master-of-science-nursing,university-of-the-cumberlands
Berkeley College,,new-jersey,master-of-science-nursing,berkeley-college
Winston-Salem State University,winston-salem-nc,north-carolina,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,winston-salem-state-university
"University of Virginia's College at Wise, The",,virginia,bachelor-of-science-nursing,university-of-virginias-college-at-wise-the
Assumption University,worcester-ma,massachusetts,bachelor-of-science-nursing,assumption-university
Youngstown State University,youngstown-oh,ohio,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,youngstown-state-university
York College of Pennsylvania,york-pa,pennsylvania,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,york-college-of-pennsylvania
Mount Marty University,yankton-sd,south-dakota,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,mount-marty-university
Eastern Michigan University,ypsilanti-mi,michigan,bachelor-of-science-nursing; master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,eastern-michigan-university
UMass Chan Medical School,worcester-ma,massachusetts,master-of-science-nursing; doctor-of-nursing; post-graduate-aprn,umass-chan-medical-school
Worcester State University,worcester-ma,massachusetts,bachelor-of-science-nursing; master-of-science-nursing,worcester-state-university
Boise VA Medical Center,boise-id,idaho,federally-funded-traineeship-residency; nurse-practitioner-residency,boise-va-medical-center
Carl Vinson VA Medical Center,dublin-ga,georgia,employee-based-entry-to-practice-residency,carl-vinson-va-medical-center
Blue Mountain Christian University,,mississippi,bachelor-of-science-nursing,blue-mountain-christian-university
Bryan College,dayton-tn,tennessee,bachelor-of-science-nursing,bryan-college
Birmingham VA Medical Center,birmingham-al,alabama,federally-funded-traineeship-residency; nurse-practitioner-residency,birmingham-va-medical-center
Beckley VA Medical Center,beckley-wv,west-virginia,federally-funded-traineeship-residency,beckley-va-medical-center
Central Texas VA Health Care System,temple-tx,texas,nurse-practitioner-residency,central-texas-va-health-care-system
"Concordia University, Chicago",,illinois,bachelor-of-science-nursing,concordia-university-chicago
Children's Hospital of Philadelphia,philadelphia-pa,pennsylvania,employee-based-entry-to-practice-residency,childrens-hospital-of-philadelphia
Central Michigan University,mount-pleasant-mi,michigan,bachelor-of-science-nursing,central-michigan-university
Cone Health,greensboro-nc,north-carolina,employee-based-entry-to-practice-residency,cone-health
CentraState Medical Center,freehold-nj,new-jersey,employee-based-entry-to-practice-residency,centrastate-medical-center
LCMC Health,new-orleans-la,louisiana,employee-based-entry-to-practice-residency,lcmc-health
Corewell Health East,southfield-mi,michigan,employee-based-entry-to-practice-residency,corewell-health-east
Kansas City VA Medical Center,kansas-city-mo,missouri,federally-funded-traineeship-residency,kansas-city-va-medical-center
"ECPI University, Manassas",manassas-va,virginia,bachelor-of-science-nursing,ecpi-university-manassas
Cincinnati VA Medical Center,cincinnati-oh,ohio,federally-funded-traineeship-residency; nurse-practitioner-residency,cincinnati-va-medical-center
Lyon College,batesville-ar,arkansas,bachelor-of-science-nursing,lyon-college
"ECPI University, Richmond",richmond-va,virginia,bachelor-of-science-nursing,ecpi-university-richmond
Corporal Michael J. Crescenz VA Medical Center,philadelphia-pa,pennsylvania,federally-funded-traineeship-residency,corporal-michael-j-crescenz-va-medical-center
MedStar Good Samaritan Hospital and MedStar Union Memorial Hospital,baltimore-md,maryland,employee-based-entry-to-practice-residency,medstar-good-samaritan-hospital-and-medstar-union-memorial-hospital
Martinsburg VA Medical Center,martinsburg-wv,west-virginia,employee-based-entry-to-practice-residency,martinsburg-va-medical-center
Michael E. DeBakey VA Medical Center,houston-tx,texas,federally-funded-traineeship-residency,michael-e-debakey-va-medical-center
Jefferson Health - Northeast,philadelphia-pa,pennsylvania,employee-based-entry-to-practice-residency,jefferson-health---northeast
MedStar St. Mary's Hospital,leonardtown-md,maryland,employee-based-entry-to-practice-residency,medstar-st-marys-hospital
MedStar Franklin Square Medical Center,baltimore-md,maryland,employee-based-entry-to-practice-residency,medstar-franklin-square-medical-center
Union Health,terre-haute-in,indiana,employee-based-entry-to-practice-residency,union-health
Penn State Health Milton S. Hershey Medical Center,hershey-pa,pennsylvania,employee-based-entry-to-practice-residency,penn-state-health-milton-s-hershey-medical-center
San Francisco VA Health Care System,san-francisco-ca,california,federally-funded-traineeship-residency; nurse-practitioner-residency,san-francisco-va-health-care-system
Stephens College,columbia-mo,missouri,bachelor-of-science-nursing,stephens-college
Orlando VA Medical Center,orlando-fl,florida,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency; nurse-practitioner-residency,orlando-va-medical-center
Rockhurst University,kansas-city-mo,missouri,bachelor-of-science-nursing; master-of-science-nursing; post-graduate-aprn,rockhurst-university
Riggs Community Health Center,lafayette-in,indiana,nurse-practitioner-residency,riggs-community-health-center
VA Greater Los Angeles Healthcare System,los-angeles-ca,california,federally-funded-traineeship-residency; nurse-practitioner-residency,va-greater-los-angeles-healthcare-system
VA New York Harbor Healthcare System,new-york-ny,new-york,federally-funded-traineeship-residency,va-new-york-harbor-healthcare-system
University of Maryland Medical Center,baltimore-md,maryland,employee-based-entry-to-practice-residency,university-of-maryland-medical-center
VA Maine Healthcare System,augusta-me,maine,federally-funded-traineeship-residency; nurse-practitioner-residency,va-maine-healthcare-system
VA Portland Health Care System,portland-or,oregon,federally-funded-traineeship-residency; nurse-practitioner-residency,va-portland-health-care-system
VA Northeast Ohio Healthcare System,cleveland-oh,ohio,nurse-practitioner-residency,va-northeast-ohio-healthcare-system
