name,slug,pay,license
Bensalem,certified-nursing-assistant-per-diem-prn-bensalem-pa,25.99,cna
Benson,certified-nursing-assistant-per-diem-prn-benson-az,26.03,cna
Benton,certified-nursing-assistant-per-diem-prn-benton-ar,25.54,cna
Bentonville,certified-nursing-assistant-per-diem-prn-bentonville-ar,25.03,cna
Bergenfield NJ,certified-nursing-assistant-per-diem-prn-bergenfield-nj,23.29,cna
Berlin,certified-nursing-assistant-per-diem-prn-berlin-nh,23.87,cna
Berryville,certified-nursing-assistant-per-diem-prn-berryville-va,23.29,cna
Berthoud CO,certified-nursing-assistant-per-diem-prn-berthoud-co,20.43,cna
Bertram,certified-nursing-assistant-per-diem-prn-bertram-tx,20.43,cna
Berwyn,certified-nursing-assistant-per-diem-prn-berwyn-il,25.32,cna
Bessemer,certified-nursing-assistant-per-diem-prn-bessemer-al,25.22,cna
Bethany,certified-nursing-assistant-per-diem-prn-bethany-ok,20.43,cna
Bethany,certified-nursing-assistant-per-diem-prn-bethany-or,25.23,cna
Bethel,certified-nursing-assistant-per-diem-prn-bethel-ak,25.21,cna
Bethel Park,certified-nursing-assistant-per-diem-prn-bethel-park-pa,25.96,cna
Bethesda,certified-nursing-assistant-per-diem-prn-bethesda-md-b34a2,25.30,cna
Bethesda IL,certified-nursing-assistant-per-diem-prn-bethesda-md,23.87,cna
Bethlehem City,certified-nursing-assistant-per-diem-prn-bethlehem-city-pa,26.18,cna
Bethlehem PA,certified-nursing-assistant-per-diem-prn-bethlehem-pa,25.21,cna
Bethlehem West Side,certified-nursing-assistant-per-diem-prn-bethlehem-west-side-pa,25.32,cna
Bettendorf IA,certified-nursing-assistant-per-diem-prn-bettendorf-ia,20.43,cna
Beverly,certified-nursing-assistant-per-diem-prn-beverly-ma,20.43,cna
Beverly Hills,certified-nursing-assistant-per-diem-prn-beverly-hills-fl,20.43,cna
Bicknell,certified-nursing-assistant-per-diem-prn-bicknell-in-4ec7e,20.43,cna
Bicknell,certified-nursing-assistant-per-diem-prn-bicknell-ut,27.12,cna
Biddeford,certified-nursing-assistant-per-diem-prn-biddeford-me,20.87,cna
Big Bear,certified-nursing-assistant-per-diem-prn-big-bear-ca,20.43,cna
Big Lake,certified-nursing-assistant-per-diem-prn-big-lake-tx,20.43,cna
Big Spring,certified-nursing-assistant-per-diem-prn-big-spring-tx,20.43,cna
Big Wells,certified-nursing-assistant-per-diem-prn-big-wells-tx,20.43,cna
Billings MT,certified-nursing-assistant-per-diem-prn-billings-mt,26.03,cna
Biloxi,certified-nursing-assistant-per-diem-prn-biloxi-ms,25.32,cna
Birmingham,certified-nursing-assistant-per-diem-prn-birmingham-al,20.43,cna
Bisbee,certified-nursing-assistant-per-diem-prn-bisbee-az,26.03,cna
Biscoe NC,certified-nursing-assistant-per-diem-prn-biscoe-nc,21.49,cna
Bishopville SC,certified-nursing-assistant-per-diem-prn-bishopville-sc,25.21,cna
Bismarck,certified-nursing-assistant-per-diem-prn-bismarck-nd,23.87,cna
Bixby,certified-nursing-assistant-per-diem-prn-bixby-ok,25.65,cna
Black Hawk,certified-nursing-assistant-per-diem-prn-black-hawk-co,20.43,cna
Blackfoot ID,certified-nursing-assistant-per-diem-prn-blackfoot-id,20.43,cna
Blacksburg,certified-nursing-assistant-per-diem-prn-blacksburg-va,25.29,cna
Blaine,certified-nursing-assistant-per-diem-prn-blaine-mn,25.48,cna
