name,slug,pay,license
Piqua,medication-aide-certified-per-diem-prn-piqua-oh,25.96,ma-c
Pleasant Grove,medication-aide-certified-per-diem-prn-pleasant-grove-ut,25.39,ma-c
Pleasant View,medication-aide-certified-per-diem-prn-pleasant-view-ut,26.10,ma-c
Prairieville,medication-aide-certified-per-diem-prn-prairieville-la,25.66,ma-c
Prattville,medication-aide-certified-per-diem-prn-prattville-al,25.29,ma-c
Price,medication-aide-certified-per-diem-prn-price-ut,25.40,ma-c
Providence UT,medication-aide-certified-per-diem-prn-providence-ut,25.68,ma-c
Provo Foot Hills,medication-aide-certified-per-diem-prn-provo-foot-hills-ut,25.68,ma-c
Provo UT,medication-aide-certified-per-diem-prn-provo-ut,25.39,ma-c
Reno,medication-aide-certified-per-diem-prn-reno-nv,25.66,ma-c
Reynoldsburg,medication-aide-certified-per-diem-prn-reynoldsburg-oh,26.10,ma-c
Richfield UT,medication-aide-certified-per-diem-prn-richfield-ut,25.43,ma-c
Riverdale,medication-aide-certified-per-diem-prn-riverdale-ut,25.66,ma-c
Riverside OH,medication-aide-certified-per-diem-prn-riverside-oh,26.00,ma-c
Riverton UT,medication-aide-certified-per-diem-prn-riverton-ut,25.55,ma-c
Rocky River,medication-aide-certified-per-diem-prn-rocky-river-oh,25.55,ma-c
Rogers,medication-aide-certified-per-diem-prn-rogers-ar,24.80,ma-c
Roosevelt,medication-aide-certified-per-diem-prn-roosevelt-ut,24.98,ma-c
Roy,medication-aide-certified-per-diem-prn-roy-ut,25.15,ma-c
Russellville,medication-aide-certified-per-diem-prn-russellville-ar,25.48,ma-c
Ruston LA,medication-aide-certified-per-diem-prn-ruston-la,25.29,ma-c
Saint George,medication-aide-certified-per-diem-prn-saint-george-ut,25.59,ma-c
Saint Rose,medication-aide-certified-per-diem-prn-saint-rose-la,25.55,ma-c
Salem UT,medication-aide-certified-per-diem-prn-salem-ut,25.23,ma-c
Salina UT,medication-aide-certified-per-diem-prn-salina-ut,25.48,ma-c
Salt Lake City,medication-aide-certified-per-diem-prn-salt-lake-city-ut,25.40,ma-c
Salt Lake City Sugar House,medication-aide-certified-per-diem-prn-salt-lake-city-sugar-house-ut,25.82,ma-c
Salt Lake City The Avenues,medication-aide-certified-per-diem-prn-salt-lake-city-the-avenues-ut,25.81,ma-c
Sandusky,medication-aide-certified-per-diem-prn-sandusky-oh,25.15,ma-c
Sandy UT,medication-aide-certified-per-diem-prn-sandy-ut,24.80,ma-c
Santaquin,medication-aide-certified-per-diem-prn-santaquin-ut,25.63,ma-c
Saratoga Springs,medication-aide-certified-per-diem-prn-saratoga-springs-ut,25.67,ma-c
Schurz,medication-aide-certified-per-diem-prn-schurz-nv,25.40,ma-c
Searcy,medication-aide-certified-per-diem-prn-searcy-ar,25.67,ma-c
Shaker Heights,medication-aide-certified-per-diem-prn-shaker-heights-oh,25.48,ma-c
Sherwood,medication-aide-certified-per-diem-prn-sherwood-ar,25.68,ma-c
"Shreveport Caddo Heights, South Highlands",medication-aide-certified-per-diem-prn-shreveport-caddo-heights-south-highlands-la,25.58,ma-c
Shreveport LA,medication-aide-certified-per-diem-prn-shreveport-la,26.24,ma-c
Sibley,medication-aide-certified-per-diem-prn-sibley-la,25.59,ma-c
Sidney OH,medication-aide-certified-per-diem-prn-sidney-oh,25.43,ma-c
Silver Springs NV,medication-aide-certified-per-diem-prn-silver-springs-nv,25.68,ma-c
Slidell,medication-aide-certified-per-diem-prn-slidell-la,25.74,ma-c
Smithfield,medication-aide-certified-per-diem-prn-smithfield-ut,25.55,ma-c
Solon,medication-aide-certified-per-diem-prn-solon-oh,25.15,ma-c
South Euclid,medication-aide-certified-per-diem-prn-south-euclid-oh,25.60,ma-c
